C,MN,SI,S,CR,NI,MO,AL,TI,V,B,W,CO,H2,N,O2,Ladle_No.,Ladle_Life,LF Chamber Out Temp,Casting Temp,Liquidus Temp,Super-heat,Cast Time,Casting Speed,Defect
0.322,0.62,0.29,0.0039,2.43,0.06,0.208,0.026,0.002,0.139,0.0001,0.001,0.007,0.88,64,0,11,13,1570,1561,1500,61,42,5.32,1
0.302,0.77,0.27,0.003,1.17,0.43,0.208,0.032,0.002,0.065,0.0002,0.003,0.011,0.93,65,0,12,15,1568,1556,1500,56,32,5.61,1
0.302,0.77,0.27,0.003,1.17,0.43,0.208,0.032,0.002,0.065,0.0002,0.003,0.011,0.93,65,0,12,15,1568,1556,1500,56,32,5.61,1
0.315,0.66,0.23,0.0027,2.47,0.08,0.22,0.028,0.002,0.134,0.0002,0,0.008,1.13,56,0,9,4,1581,1562,1500,62,34,5.55,1
0.418,1.05,0.31,0.009,1.12,0.08,0.183,0.018,0.003,0.005,0.0002,0.001,0.008,1.38,53,0,3,4,1540,1510,1467,43,35,2.2,1
0.418,1.05,0.31,0.009,1.12,0.08,0.183,0.018,0.003,0.005,0.0002,0.001,0.008,1.38,53,0,3,4,1585,1545,1510,35,35,2.36,1
0.307,0.63,0.23,0.0018,2.42,0.07,0.213,0.022,0.002,0.145,0.0002,0.001,0.007,0.9,65,0,2,4,1574,1562,1500,62,34,5.4,1
0.421,0.76,0.27,0.011,0.25,0.08,0.034,0.018,0.009,0.005,0.0001,0.002,0.005,0.88,51,0,5,17,1566,1547,1494,53,37,4.97,1
0.421,0.76,0.27,0.011,0.25,0.08,0.034,0.018,0.009,0.005,0.0001,0.002,0.005,0.88,51,0,5,17,1566,1547,1494,53,37,4.97,1
0.315,0.61,0.25,0.0006,2.47,0.19,0.197,0.027,0.002,0.138,0.0001,0.002,0.01,0.92,50,0,2,12,1578,1559,1500,59,34,5.44,1
0.628,0.76,1.73,0.005,0.47,0.07,0.023,0.013,0.006,0.003,0.0002,0.001,0.006,1.38,72,0,9,2,1503,1503,1466,37,30,2.18,1
0.628,0.76,1.73,0.005,0.47,0.07,0.023,0.013,0.006,0.003,0.0002,0.001,0.006,1.38,72,0,9,2,1503,1503,1466,37,30,2.15,1
0.308,0.64,0.23,0.0051,2.44,0.06,0.206,0.027,0.002,0.137,0.0001,0.001,0.009,0.94,60,0,5,5,1577,1563,1501,62,36,5.47,1
0.38,0.92,0.31,0.019,1.03,0.07,0.153,0.019,0.002,0.004,0.0002,0.001,0.007,1.46,61,0,5,18,1558,1546,1494,52,30,2.47,1
0.38,0.92,0.31,0.019,1.03,0.07,0.153,0.019,0.002,0.004,0.0002,0.001,0.007,1.46,61,0,5,18,1558,1546,1494,52,30,2.49,1
0.324,0.61,0.25,0.003,2.42,0.09,0.209,0.021,0.002,0.133,0.0001,0.001,0.008,0.9,72,0,11,7,1576,1561,1501,60,39,5.82,1
0.419,0.75,0.29,0.014,0.25,0.09,0.033,0.033,0.012,0.005,0.0002,0.002,0.006,0.86,55,0,12,7,1583,1547,1494,53,39,4.92,1
0.419,0.75,0.29,0.014,0.25,0.09,0.033,0.033,0.012,0.005,0.0002,0.002,0.006,0.86,55,0,12,7,1583,1547,1494,53,39,4.92,1
0.42,0.79,0.24,0.003,0.12,0.09,0.032,0.023,0.001,0.022,0.0001,0.002,0.006,1.27,57,0,5,19,1541,1541,1494,47,30,2.37,1
0.42,0.79,0.24,0.003,0.12,0.09,0.032,0.023,0.001,0.022,0.0001,0.002,0.006,1.27,57,0,5,19,1541,1541,1494,47,30,2.34,1
0.316,0.63,0.26,0.0006,2.42,0.13,0.221,0.016,0.003,0.133,0.0002,0,0.009,0.89,66,0,6,6,1572,1560,1500,60,42,5.14,1
0.509,1.07,0.22,0.012,0.32,0.101,0.067,0.033,0.0017,0.043,0,0.001,0.008,0.9,52,0,4,17,1554,1536,1488,48,35,4.69,1
0.509,1.07,0.22,0.012,0.32,0.101,0.067,0.033,0.0017,0.043,0,0.001,0.008,0.9,52,0,4,17,1554,1536,1488,48,35,4.69,1
0.308,0.63,0.23,0.0014,2.43,0.09,0.224,0.025,0.002,0.138,0.0002,0.001,0.009,0.94,62,0,6,13,1580,1563,1501,62,36,5.7,1
0.495,1.08,0.22,0.012,0.33,0.11,0.065,0.028,0.002,0.044,0.0001,0,0.006,0.9,50,0,12,9,1540,1510,1487,23,35,2.4,1
0.495,1.08,0.22,0.012,0.33,0.11,0.065,0.028,0.002,0.044,0.0001,0,0.006,0.9,50,0,12,9,1585,1545,1510,35,35,2.22,1
0.303,0.62,0.26,0.0011,2.44,0.14,0.216,0.027,0.002,0.138,0.0002,0.001,0.011,0.91,53,0,5,9,1578,1560,1501,59,36,5.73,1
0.426,0.77,0.24,0.001,0.13,0.16,0.036,0.032,0.001,0.023,0.0001,0.001,0.006,1.38,48,0,4,18,1538,1538,1494,44,30,2.33,1
0.426,0.77,0.24,0.001,0.13,0.16,0.036,0.032,0.001,0.023,0.0001,0.001,0.006,1.38,48,0,4,18,1538,1538,1494,44,30,2.26,1
0.307,0.62,0.24,0.0018,2.44,0.1,0.208,0.026,0.002,0.132,0.0002,0.001,0.011,0.92,65,0,12,5,1574,1562,1500,62,42,5.17,1
0.164,0.8,0.2,0.023,1.02,1.21,0.237,0.029,0.002,0.007,0.0002,0.004,0.027,1.33,69,0,12,10,1578,1557,1507,50,30,1.65,1
0.164,0.8,0.2,0.023,1.02,1.21,0.237,0.029,0.002,0.007,0.0002,0.004,0.027,1.33,69,0,12,10,1578,1557,1507,50,30,1.65,1
0.326,0.62,0.27,0.0014,2.43,0.09,0.21,0.023,0.002,0.144,0.0001,0,0.009,0.88,52,0,12,14,1577,1563,1501,62,36,5.54,1
0.326,0.65,0.26,0.0045,2.43,0.12,0.212,0.021,0.002,0.132,0.0002,0,0.01,0.88,78,0,10,9,1572,1562,1500,62,44,5.16,1
0.123,0.47,0.12,0.001,2.38,0.15,1.025,0.025,0.002,0.006,0.0003,0.003,0.01,1.03,48,0,9,7,1589,1576,1514,62,32,5.74,1
0.123,0.47,0.12,0.001,2.38,0.15,1.025,0.025,0.002,0.006,0.0003,0.003,0.01,1.03,48,0,9,7,1589,1576,1514,62,32,5.74,1
0.311,0.68,0.23,0.0028,2.44,0.09,0.208,0.024,0.002,0.137,0.0001,0,0.008,0.92,66,0,3,17,1576,1562,1500,62,37,5.27,1
0.417,0.72,0.24,0.001,0.22,0.19,0.063,0.025,0.007,0.003,0.0001,0,0.007,0.86,49,0,4,20,1569,1551,1494,57,38,4.77,1
0.417,0.72,0.24,0.001,0.22,0.19,0.063,0.025,0.007,0.003,0.0001,0,0.007,0.86,49,0,4,20,1569,1551,1494,57,38,4.77,1
0.318,0.62,0.28,0.0039,2.44,0.15,0.201,0.021,0.002,0.138,0.0001,0.001,0.01,1.08,73,0,10,21,1585,1561,1500,61,40,5.2,1
0.415,0.74,0.27,0.002,0.22,0.16,0.06,0.027,0.009,0.004,0.0001,0.001,0.007,0.9,54,0,5,20,1542,1549,1494,55,39,4.76,1
0.415,0.74,0.27,0.002,0.22,0.16,0.06,0.027,0.009,0.004,0.0001,0.001,0.007,0.9,54,0,5,4,1585,1549,1494,55,39,4.76,1
0.301,0.64,0.22,0.0006,2.43,0.14,0.212,0.022,0.002,0.129,0.0001,0,0.01,0.88,51,0,3,22,1570,1562,1500,62,36,5.38,1
0.308,0.63,0.28,0.0045,2.43,0.16,0.216,0.023,0.002,0.132,0.0002,0.001,0.01,0.96,67,0,1,4,1577,1559,1500,59,42,5.57,1
0.158,0.83,0.3,0.023,1.04,1.24,0.232,0.029,0.003,0.006,0.0002,0.004,0.028,1.45,48,0,9,9,1561,1561,1507,54,40,2.35,1
0.158,0.83,0.3,0.023,1.04,1.24,0.232,0.029,0.003,0.006,0.0002,0.004,0.028,1.45,48,0,9,9,1561,1561,1507,54,40,2.13,1
0.485,1.07,0.26,0.015,0.32,0.12,0.064,0.024,0.002,0.041,0.0001,0.001,0.008,0.92,50,0,9,10,1566,1539,1488,51,36,4.98,1
0.485,1.07,0.26,0.015,0.32,0.12,0.064,0.024,0.002,0.041,0.0001,0.001,0.008,0.92,50,0,9,10,1566,1539,1488,51,36,4.98,1
0.536,0.73,0.39,0,0.81,0.41,0.337,0.022,0.002,0.004,0.0001,0.002,0.012,0.88,52,0,3,13,1550,1538,1482,56,36,6.16,1
0.536,0.73,0.39,0,0.81,0.41,0.337,0.022,0.002,0.004,0.0001,0.002,0.012,0.88,52,0,3,13,1550,1538,1482,56,36,6.16,1
0.299,0.3,0.14,0.001,1.44,3,0.539,0.007,0.003,0.112,0.0002,0.008,0.024,0.86,53,0,5,26,1566,1553,1491,62,35,4.82,1
0.299,0.3,0.14,0.001,1.44,3,0.539,0.007,0.003,0.112,0.0002,0.008,0.024,0.86,53,0,5,26,1566,1553,1491,62,35,4.82,1
0.308,0.31,0.1,0.001,1.43,3.08,0.563,0.011,0.002,0.112,0.0002,0.007,0.025,0.92,69,0,10,2,1560,1552,1491,61,35,4.77,1
0.308,0.31,0.1,0.001,1.43,3.08,0.563,0.011,0.002,0.112,0.0002,0.007,0.025,0.92,69,0,10,2,1560,1552,1491,61,35,4.77,1
0.438,1.13,0.23,0.02,0.14,0.11,0.054,0.023,0.006,0.006,0.0002,0.001,0.006,1.33,56,0,4,25,1550,1550,1491,59,35,2.41,1
0.438,1.13,0.23,0.02,0.14,0.11,0.054,0.023,0.006,0.006,0.0002,0.001,0.006,1.33,56,0,4,25,1550,1550,1491,59,35,2.49,1
0.312,0.33,0.11,0.001,1.43,3.03,0.538,0.012,0.002,0.109,0.0002,0.008,0.022,0.9,58,0,10,3,1564,1546,1491,55,36,4.96,1
0.312,0.33,0.11,0.001,1.43,3.03,0.538,0.012,0.002,0.109,0.0002,0.008,0.022,0.9,58,0,10,3,1564,1546,1491,55,36,4.96,1
0.376,0.91,0.29,0.018,1.02,0.22,0.153,0.02,0.002,0.008,0.0001,0.001,0.01,1.43,50,0,9,13,1564,1543,1494,49,30,1.62,1
0.376,0.91,0.29,0.018,1.02,0.22,0.153,0.02,0.002,0.008,0.0001,0.001,0.01,1.43,50,0,9,13,1564,1543,1494,49,30,1.62,1
0.409,0.88,0.35,0.002,1.15,0.31,0.212,0.015,0.002,0.088,0.0001,0.002,0.011,1.4,61,0,3,15,1538,1538,1490,48,30,2.22,1
0.409,0.88,0.35,0.002,1.15,0.31,0.212,0.015,0.002,0.088,0.0001,0.002,0.011,1.4,61,0,3,15,1538,1538,1490,48,30,2.32,1
0.401,0.89,0.38,0.006,1.19,0.31,0.202,0.011,0.002,0.074,0.0001,0.001,0.01,1.39,65,0,4,26,1541,1541,1490,51,30,2.48,1
0.401,0.89,0.38,0.006,1.19,0.31,0.202,0.011,0.002,0.074,0.0001,0.001,0.01,1.39,65,0,4,26,1541,1541,1490,51,30,2.15,1
0.301,0.32,0.14,0.001,1.45,3.01,0.54,0.016,0.002,0.121,0.0002,0.008,0.016,0.88,31,0,10,4,1560,1547,1491,56,35,4.98,1
0.301,0.32,0.14,0.001,1.45,3.01,0.54,0.016,0.002,0.121,0.0002,0.008,0.016,0.88,31,0,10,4,1560,1547,1491,56,35,4.98,1
0.443,0.78,0.26,0.001,0.13,0.09,0.041,0.027,0.002,0.021,0.0001,0.001,0.006,1.33,49,0,5,29,1540,1540,1494,46,30,2.12,1
0.443,0.78,0.26,0.001,0.13,0.09,0.041,0.027,0.002,0.021,0.0001,0.001,0.006,1.33,49,0,5,29,1540,1540,1494,46,30,2.35,1
0.301,0.32,0.1,0.002,1.45,3.03,0.551,0.012,0.002,0.116,0.0001,0.008,0.022,0.9,50,0,3,17,1557,1551,1491,60,35,5.01,1
0.301,0.32,0.1,0.002,1.45,3.03,0.551,0.012,0.002,0.116,0.0001,0.008,0.022,0.9,50,0,3,17,1561,1551,1491,60,35,5.01,1
0.422,0.78,0.22,0.003,0.14,0.19,0.048,0.031,0.001,0.023,0.0001,0.001,0.007,1.2,39,0,4,28,1542,1542,1494,48,35,2.49,0
0.422,0.78,0.22,0.003,0.14,0.19,0.048,0.031,0.001,0.023,0.0001,0.001,0.007,1.2,39,0,4,28,1542,1542,1494,48,35,2.11,0
0.3,0.33,0.12,0.002,1.45,3.04,0.538,0.011,0.002,0.117,0.0002,0.008,0.02,0.89,58,0,10,5,1568,1552,1491,61,35,4.78,1
0.3,0.33,0.12,0.002,1.45,3.04,0.538,0.011,0.002,0.117,0.0002,0.008,0.02,0.89,58,0,10,5,1568,1552,1491,61,35,4.78,1
0.443,1.12,0.24,0.022,0.13,0.09,0.04,0.026,0.007,0.006,0.0001,0,0.006,1.38,65,0,4,29,1553,1553,1491,42,35,2.33,1
0.443,1.12,0.24,0.022,0.13,0.09,0.04,0.026,0.007,0.006,0.0001,0,0.006,1.38,65,0,4,29,1553,1553,1491,42,35,2.11,1
0.309,0.32,0.11,0.003,1.45,3.01,0.554,0.011,0.002,0.11,0.0002,0.008,0.02,0.92,55,0,7,2,1563,1551,1491,60,35,4.75,1
0.309,0.32,0.11,0.003,1.45,3.01,0.554,0.011,0.002,0.11,0.0002,0.008,0.02,0.92,55,0,7,2,1563,1551,1491,60,35,4.75,1
0.302,0.31,0.13,0.001,1.45,3.02,0.554,0.016,0.002,0.12,0.0001,0.008,0.021,0.89,41,0,9,17,1568,1550,1491,59,34,4.94,1
0.302,0.31,0.13,0.001,1.45,3.02,0.554,0.016,0.002,0.12,0.0001,0.008,0.021,0.89,41,0,9,17,1568,1550,1491,59,34,4.94,1
0.425,0.77,0.22,0.001,0.18,0.07,0.057,0.032,0.001,0.023,0.0001,0.001,0.005,1.39,50,0,5,20,1542,1542,1494,48,30,2.38,0
0.425,0.77,0.22,0.001,0.18,0.07,0.057,0.032,0.001,0.023,0.0001,0.001,0.005,1.39,50,0,5,4,1542,1542,1494,48,30,2.32,0
0.306,0.58,0.33,0.001,1.08,0.43,0.245,0.034,0.002,0.017,0.0001,0.002,0.009,0.92,48,0,7,3,1571,1558,1500,58,40,4.93,1
0.306,0.58,0.33,0.001,1.08,0.43,0.245,0.034,0.002,0.017,0.0001,0.002,0.009,0.92,48,0,7,3,1571,1558,1500,58,40,4.93,1
0.449,1.24,0.28,0.019,0.18,0.13,0.045,0.025,0.01,0.008,0.0001,0.001,0.005,1.36,50,0,9,18,1540,1540,1490,50,30,2.19,1
0.449,1.24,0.28,0.019,0.18,0.13,0.045,0.025,0.01,0.008,0.0001,0.001,0.005,1.36,50,0,9,18,1540,1540,1490,50,30,2.19,1
0.401,1.07,0.32,0.01,1.15,0.08,0.182,0.019,0.002,0.008,0.0001,0,0.008,1.26,43,0,9,20,1545,1545,1491,54,78,2.32,1
0.401,1.07,0.32,0.01,1.15,0.08,0.182,0.019,0.002,0.008,0.0001,0,0.008,1.26,43,0,9,20,1545,1545,1491,54,72,2.42,1
0.436,0.8,0.24,0,0.12,0.09,0.035,0.027,0.001,0.022,0.0001,0,0.006,1.38,49,0,5,20,1530,1539,1494,45,35,2.47,1
0.436,0.8,0.24,0,0.12,0.09,0.035,0.027,0.001,0.022,0.0001,0,0.006,1.38,49,0,5,4,1530,1539,1494,45,35,2.48,1
0.13,0.47,0.12,0.001,2.36,0.16,1.023,0.026,0.002,0.008,0.0002,0.003,0.009,1.39,55,0,7,7,1589,1574,1514,60,33,5.02,1
0.13,0.47,0.12,0.001,2.36,0.16,1.023,0.026,0.002,0.008,0.0002,0.003,0.009,1.39,55,0,7,7,1589,1574,1514,60,33,5.02,1
0.444,1.15,0.28,0.018,0.13,0.07,0.035,0.027,0.009,0.005,0.0001,0,0.006,1.32,48,0,10,11,1540,1540,1491,49,30,2.33,1
0.444,1.15,0.28,0.018,0.13,0.07,0.035,0.027,0.009,0.005,0.0001,0,0.006,1.32,48,0,10,11,1540,1540,1491,49,30,2.45,1
0.166,0.52,0.29,0.001,0.96,3.43,0.232,0.033,0.002,0.005,0.0001,0.008,0.066,1.29,65,0,10,12,1554,1554,1500,54,30,2.23,1
0.166,0.52,0.29,0.001,0.96,3.43,0.232,0.033,0.002,0.005,0.0001,0.008,0.066,1.29,65,0,10,12,1554,1554,1500,54,30,2.19,1
0.437,0.79,0.28,0.001,0.13,0.06,0.025,0.026,0.002,0.024,0.0001,0.001,0.005,1.29,45,0,7,9,1541,1541,1499,42,35,2.11,1
0.437,0.79,0.28,0.001,0.13,0.06,0.025,0.026,0.002,0.024,0.0001,0.001,0.005,1.29,45,0,7,9,1541,1541,1499,42,35,2.13,1
0.433,0.82,0.28,0.006,0.23,0.2,0.054,0.021,0.012,0.008,0.0001,0.001,0.007,0.86,49,0,7,8,1557,1550,1495,55,31,6.13,1
0.433,0.82,0.28,0.006,0.23,0.2,0.054,0.021,0.012,0.008,0.0001,0.001,0.007,0.86,49,0,7,8,1540,1550,1495,55,31,6.13,1
0.425,0.8,0.25,0.001,0.12,0.07,0.035,0.03,0.002,0.029,0.0001,0.001,0.005,1.38,39,0,3,27,1541,1541,1494,47,30,2.13,1
0.425,0.8,0.25,0.001,0.12,0.07,0.035,0.03,0.002,0.029,0.0001,0.001,0.005,1.38,39,0,3,27,1541,1541,1494,47,30,2.48,1
0.324,0.33,0.11,0.002,1.43,3.03,0.543,0.008,0.002,0.113,0.0002,0.008,0.02,0.89,51,0,7,11,1567,1549,1491,58,42,4.63,1
0.324,0.33,0.11,0.002,1.43,3.03,0.543,0.008,0.002,0.113,0.0002,0.008,0.02,0.89,51,0,7,11,1567,1549,1491,58,42,4.63,1
0.197,0.28,0.23,0.002,1.7,3.6,0.465,0.025,0.002,0.018,0.0002,0.01,0.085,0.96,46,0,10,16,1570,1549,1497,52,36,4.73,1
0.197,0.28,0.23,0.002,1.7,3.6,0.465,0.025,0.002,0.018,0.0002,0.01,0.085,0.96,46,0,10,16,1570,1549,1497,52,36,4.73,1
0.193,0.5,0.44,0.006,12.63,0.21,0.047,0.02,0,0.026,0.0003,0.011,0.026,1.39,367,0,9,26,1548,1548,1487,61,30,2.14,1
0.193,0.5,0.44,0.006,12.63,0.21,0.047,0.02,0,0.026,0.0003,0.011,0.026,1.39,367,0,9,26,1548,1548,1487,61,30,2.34,1
0.194,0.26,0.21,0.002,1.77,3.64,0.47,0.02,0.002,0.005,0.0002,0.01,0.084,0.86,52,0,10,17,1565,1553,1497,56,30,4.78,1
0.194,0.26,0.21,0.002,1.77,3.64,0.47,0.02,0.002,0.005,0.0002,0.01,0.084,0.86,52,0,10,17,1565,1553,1497,56,30,4.78,1
0.429,0.8,0.21,0.002,0.13,0.08,0.039,0.028,0.001,0.025,0.0001,0.001,0.005,1.33,50,0,3,30,1538,1538,1494,44,35,2.17,1
0.429,0.8,0.21,0.002,0.13,0.08,0.039,0.028,0.001,0.025,0.0001,0.001,0.005,1.33,50,0,3,30,1538,1538,1494,44,35,2.27,1
0.306,0.31,0.14,0.002,1.46,3.05,0.549,0.015,0.002,0.11,0.0002,0.008,0.02,0.91,52,0,10,18,1573,1552,1491,61,35,4.95,1
0.306,0.31,0.14,0.002,1.46,3.05,0.549,0.015,0.002,0.11,0.0002,0.008,0.02,0.91,52,0,10,18,1573,1552,1491,61,35,4.95,1
0.415,1.05,0.3,0.009,1.15,0.13,0.181,0.026,0.002,0.008,0.0001,0,0.008,1.35,49,0,7,14,1545,1545,1491,54,30,2.24,1
0.415,1.05,0.3,0.009,1.15,0.13,0.181,0.026,0.002,0.008,0.0001,0,0.008,1.35,49,0,7,14,1545,1545,1491,54,30,2.26,1
0.384,0.93,0.29,0.016,1.03,0.07,0.152,0.018,0.002,0.005,0.0001,0,0.006,1.38,78,0,11,11,1543,1543,1494,49,30,2.35,1
0.384,0.93,0.29,0.016,1.03,0.07,0.152,0.018,0.002,0.005,0.0001,0,0.006,1.38,78,0,11,11,1543,1543,1494,49,30,2.25,1
0.422,0.74,0.29,0.01,0.26,0.12,0.046,0.022,0.011,0.006,0.0001,0.001,0.005,0.92,55,0,7,15,1568,1541,1494,47,38,5.69,1
0.422,0.74,0.29,0.01,0.26,0.12,0.046,0.022,0.011,0.006,0.0001,0.001,0.005,0.92,55,0,7,15,1568,1541,1494,47,38,5.69,1
0.415,0.73,0.22,0.012,0.29,0.06,0.061,0.034,0.01,0.005,0.0001,0.001,0.005,0.94,51,0,11,12,1565,1545,1494,51,40,5,1
0.415,0.73,0.22,0.012,0.29,0.06,0.061,0.034,0.01,0.005,0.0001,0.001,0.005,0.94,51,0,11,12,1565,1545,1494,51,40,5,1
0.4,1.06,0.28,0.009,1.15,0.07,0.162,0.021,0.002,0.004,0.0002,0,0.008,1.44,54,0,9,30,1540,1540,1491,49,30,2.44,1
0.4,1.06,0.28,0.009,1.15,0.07,0.162,0.021,0.002,0.004,0.0002,0,0.008,1.44,54,0,9,30,1540,1540,1491,49,30,2.16,1
0.426,0.73,0.21,0.011,0.22,0.09,0.043,0.025,0.012,0.004,0.0001,0.001,0.004,0.9,79,0,6,4,1562,1546,1494,52,39,4.73,1
0.426,0.73,0.21,0.011,0.22,0.09,0.043,0.025,0.012,0.004,0.0001,0.001,0.004,0.9,79,0,6,4,1562,1546,1494,52,39,4.73,1
0.16,0.54,0.3,0.005,0.97,3.41,0.23,0.027,0.003,0.006,0.0002,0.008,0.076,1.47,50,0,5,20,1547,1547,1500,47,30,2.34,0
0.16,0.54,0.3,0.005,0.97,3.41,0.23,0.027,0.003,0.006,0.0002,0.008,0.076,1.47,50,0,5,4,1547,1547,1500,47,30,2.17,0
0.459,1.09,0.26,0.009,0.3,0.17,0.062,0.023,0.005,0.048,0.0001,0.001,0.006,0.87,48,0,7,17,1552,1537,1488,49,35,4.74,1
0.459,1.09,0.26,0.009,0.3,0.17,0.062,0.023,0.005,0.048,0.0001,0.001,0.006,0.87,48,0,7,17,1552,1537,1488,49,35,4.74,1
0.411,1.07,0.29,0.01,1.16,0.11,0.161,0.023,0.002,0.005,0.0001,0,0.008,1.38,54,0,6,5,1537,1537,1491,46,35,2.35,1
0.411,1.07,0.29,0.01,1.16,0.11,0.161,0.023,0.002,0.005,0.0001,0,0.008,1.38,54,0,6,5,1537,1537,1491,46,35,2.27,1
0.387,0.9,0.29,0.019,1.03,0.21,0.164,0.031,0.002,0.004,0.0001,0.001,0.009,1.32,49,0,10,22,1578,1543,1494,49,30,1.65,1
0.387,0.9,0.29,0.019,1.03,0.21,0.164,0.031,0.002,0.004,0.0001,0.001,0.009,1.32,49,0,10,22,1578,1543,1494,49,30,1.65,1
0.415,0.75,0.24,0.011,0.23,0.24,0.054,0.026,0.011,0.004,0.0001,0.001,0.007,0.92,51,0,6,6,1579,1551,1494,57,35,6.22,1
0.415,0.75,0.24,0.011,0.23,0.24,0.054,0.026,0.011,0.004,0.0001,0.001,0.007,0.92,51,0,6,6,1579,1551,1494,57,35,6.22,1
0.31,0.33,0.1,0.001,1.46,3.02,0.55,0.02,0.002,0.119,0.0001,0.008,0.022,0.88,54,0,7,19,1566,1549,1491,58,37,4.81,1
0.31,0.33,0.1,0.001,1.46,3.02,0.55,0.02,0.002,0.119,0.0001,0.008,0.022,0.88,54,0,7,19,1566,1549,1491,58,37,4.81,1
0.456,0.42,1.03,0,4.95,0.12,1.315,0.017,0.006,0.484,0.0003,0.002,0.015,1.45,72,0,6,7,1537,1537,1475,62,30,2.14,1
0.456,0.42,1.03,0,4.95,0.12,1.315,0.017,0.006,0.484,0.0003,0.002,0.015,1.45,72,0,6,7,1537,1537,1475,62,30,2.46,1
0.4,0.87,0.29,0.036,1.02,0.08,0.181,0.01,0.002,0.008,0.0001,0,0.008,1.38,62,0,11,16,1579,1579,1496,83,25,2.23,0
0.4,0.87,0.29,0.036,1.02,0.08,0.181,0.01,0.002,0.008,0.0001,0,0.008,1.38,62,0,11,16,1579,1579,1496,83,25,2.48,0
0.307,0.32,0.13,0.001,1.4,3.02,0.543,0.01,0.002,0.107,0.0001,0.008,0.022,0.92,50,0,6,8,1568,1550,1491,59,36,4.75,1
0.307,0.32,0.13,0.001,1.4,3.02,0.543,0.01,0.002,0.107,0.0001,0.008,0.022,0.92,50,0,6,8,1568,1550,1491,59,36,4.75,1
0.313,0.32,0.1,0.001,1.44,3.1,0.555,0.013,0.001,0.114,0.0002,0.007,0.021,0.9,67,0,11,17,1562,1549,1491,58,35,4.79,1
0.313,0.32,0.1,0.001,1.44,3.1,0.555,0.013,0.001,0.114,0.0002,0.007,0.021,0.9,67,0,11,17,1562,1549,1491,58,35,4.79,1
0.153,0.52,0.26,0,1.56,1.46,0.264,0.031,0.002,0.005,0.0002,0.002,0.028,1.36,68,0,7,21,1560,1560,1508,52,35,2.33,1
0.153,0.52,0.26,0,1.56,1.46,0.264,0.031,0.002,0.005,0.0002,0.002,0.028,1.36,68,0,7,21,1560,1560,1508,52,35,2.14,1
0.401,1.06,0.29,0.01,1.15,0.05,0.185,0.023,0.002,0.007,0.0002,0,0.006,1.26,48,0,2,5,1541,1541,1491,50,30,2.2,1
0.401,1.06,0.29,0.01,1.15,0.05,0.185,0.023,0.002,0.007,0.0002,0,0.006,1.26,48,0,2,5,1541,1541,1491,50,30,2.2,1
0.305,0.3,0.12,0.001,1.43,3.04,0.548,0.016,0.002,0.118,0.0002,0.008,0.022,0.84,50,0,11,18,1567,1550,1491,59,35,4.97,1
0.305,0.3,0.12,0.001,1.43,3.04,0.548,0.016,0.002,0.118,0.0002,0.008,0.022,0.84,50,0,11,18,1567,1550,1491,59,35,4.97,1
0.435,0.74,0.23,0.011,0.26,0.19,0.057,0.024,0.008,0.006,0.0001,0.001,0.007,0.93,51,0,6,10,1565,1556,1494,62,40,5.41,1
0.435,0.74,0.23,0.011,0.26,0.19,0.057,0.024,0.008,0.006,0.0001,0.001,0.007,0.93,51,0,6,10,1565,1556,1494,62,40,5.41,1
0.15,0.54,0.26,0.001,1.59,1.47,0.255,0.03,0.002,0.006,0.0002,0.004,0.025,1.4,50,0,11,19,1561,1561,1508,53,25,2.12,1
0.15,0.54,0.26,0.001,1.59,1.47,0.255,0.03,0.002,0.006,0.0002,0.004,0.025,1.4,50,0,11,19,1561,1561,1508,53,25,2.16,1
0.32,0.32,0.09,0.001,1.46,3.02,0.552,0.017,0.002,0.116,0.0001,0.008,0.028,0.89,48,0,2,7,1564,1551,1491,60,35,4.72,1
0.32,0.32,0.09,0.001,1.46,3.02,0.552,0.017,0.002,0.116,0.0001,0.008,0.028,0.89,48,0,2,7,1564,1551,1491,60,35,4.72,1
0.404,1.06,0.3,0.012,1.14,0.17,0.155,0.023,0.002,0.005,0.0001,0,0.01,1.44,64,0,7,24,1540,1540,1491,49,35,2.15,1
0.404,1.06,0.3,0.012,1.14,0.17,0.155,0.023,0.002,0.005,0.0001,0,0.01,1.44,64,0,7,24,1540,1540,1491,49,35,2.26,1
0.391,0.92,0.29,0.019,1.03,0.12,0.159,0.028,0.002,0.004,0.0002,0,0.008,1.41,48,0,6,11,1565,1543,1494,49,30,2.31,1
0.391,0.92,0.29,0.019,1.03,0.12,0.159,0.028,0.002,0.004,0.0002,0,0.008,1.41,48,0,6,11,1565,1543,1494,49,30,2.28,1
0.305,0.32,0.1,0.001,1.42,3.04,0.55,0.015,0.002,0.116,0.0001,0.008,0.021,0.88,48,0,2,8,1562,1541,1491,50,35,4.77,1
0.305,0.32,0.1,0.001,1.42,3.04,0.55,0.015,0.002,0.116,0.0001,0.008,0.021,0.88,48,0,2,8,1562,1541,1491,50,35,4.77,1
0.313,0.31,0.13,0.001,1.43,3.08,0.565,0.012,0.002,0.114,0.0002,0.008,0.019,0.9,53,0,6,13,1566,1545,1491,54,35,4.78,1
0.313,0.31,0.13,0.001,1.43,3.08,0.565,0.012,0.002,0.114,0.0002,0.008,0.019,0.9,53,0,6,13,1566,1545,1491,54,35,4.78,1
