C,MN,SI,S,CR,NI,MO,AL,TI,V,B,W,CO,H2,N,O2,Ladle_No.,Ladle_Life,LF Chamber Out Temp,Casting Temp,Liquidus Temp,Super-heat,Cast Time,Casting Speed,Defect
0.351,0.3,0.1,0.001,1.45,3.06,0.562,0.009,0.002,0.112,0.0002,0.02,0.022,1.06,38,0,3,10,1562,1551,1491,60,34,4.77,1
0.106,0.32,0.31,0.005,8.84,0.11,1,0.011,0,0.233,0,0.003,0.022,0.93,510,0,4,3,1568,1554,1501,53,35,4.88,1
0.432,0.76,0.24,0.003,0.82,1.69,0.216,0.033,0.002,0.006,0.0002,0.006,0.042,1.33,52,0,7,17,1554,1543,1488,55,30,2.4,1
0.167,0.81,0.3,0.021,1.08,1.28,0.24,0.03,0.003,0.011,0.0002,0.006,0.063,1.35,64,0,10,17,1560,1560,1507,53,30,2.45,0
0.162,0.82,0.26,0.024,1.03,1.23,0.232,0.022,0.002,0.007,0.0002,0.004,0.016,1.28,58,0,5,12,1558,1558,1507,51,30,2.33,1
0.165,0.88,0.25,0.021,1.03,1.25,0.24,0.026,0.002,0.007,0.0001,0.004,0.022,1.31,50,0,7,10,1562,1562,1507,55,30,2.43,0
0.162,0.84,0.3,0.034,1.05,1.25,0.239,0.028,0.004,0.007,0.0003,0.004,0.022,1.36,56,0,2,29,1566,1556,1509,47,30,2.15,0
0.169,0.82,0.25,0.027,1.04,1.26,0.243,0.026,0.002,0.011,0.0002,0.004,0.012,1.49,58,0,7,10,1569,1569,1507,62,30,2.17,1
0.155,0.82,0.21,0.0207,1.04,1.2,0.229,0.027,0.003,0.008,0.0001,0.001,0.026,1.39,64,0,5,12,1550,1551,1492,59,35,2.43,0
0.162,0.81,0.24,0.0267,1.02,1.25,0.237,0.025,0.002,0.006,0.0001,0.002,0.023,1.39,54,0,5,12,1565,1565,1507,58,30,2.34,1
0.176,0.82,0.26,0.0288,1.02,1.28,0.245,0.035,0.002,0.005,0.0002,0.004,0.029,1.39,64,0,10,29,1584,1560,1507,53,30,2.29,1
0.164,0.82,0.22,0.0247,1.02,1.26,0.232,0.031,0.001,0.005,0.0002,0.004,0.022,1.36,68,0,11,16,1576,1564,1507,57,30,2.15,1
0.17,0.85,0.3,0.0258,1.03,1.32,0.231,0.03,0.003,0.005,0.0003,0.004,0.021,1.48,55,0,12,3,1565,1565,1507,58,30,2.41,1
0.158,0.53,0.25,0.002,1.52,1.57,0.275,0.031,0.002,0.005,0.0001,0.007,0.024,1.45,91,0,3,7,1565,1565,1508,57,40,2.5,0
0.158,0.53,0.25,0.002,1.52,1.57,0.275,0.031,0.002,0.005,0.0001,0.007,0.024,1.45,91,0,3,7,1565,1565,1508,57,40,2.5,0
0.159,0.81,0.29,0.023,1.04,1.27,0.238,0.026,0.002,0.009,0.0002,0.005,0.021,1.35,64,0,7,10,1567,1567,1507,60,30,2.47,1
0.158,0.83,0.27,0.026,1.04,1.29,0.243,0.026,0.002,0.007,0.0001,0.004,0.022,1.38,58,0,11,11,1567,1567,1507,60,30,2.25,1
0.166,0.79,0.31,0.028,1.01,1.27,0.229,0.027,0.002,0.007,0.0002,0.003,0.02,1.35,63,0,3,28,1563,1563,1507,56,30,2.26,1
0.172,0.82,0.26,0.027,1.03,1.31,0.233,0.03,0.002,0.009,0.0002,0.004,0.026,1.38,66,0,2,15,1567,1567,1507,60,27,2.42,1
0.166,0.79,0.29,0.0244,1.03,1.23,0.232,0.03,0.003,0.01,0.0002,0.002,0.024,1.39,65,0,5,28,1567,1567,1507,60,30,2.32,1
0.415,0.74,0.22,0,0.25,0.09,0.05,0.016,0.006,0.004,0.0001,0.001,0.005,1.1,43,0,3,15,1562,1544,1495,49,35,5.07,1
0.425,0.74,0.29,0.0013,0.22,0.19,0.077,0.029,0.012,0.005,0.0001,0.001,0.007,0.9,50,0,2,5,1573,1557,1495,62,40,5.35,1
0.2,0.84,0.24,0.003,0.53,0.59,0.191,0.031,0.001,0.005,0.0002,0.002,0.008,0.94,50,0,6,16,1571,1563,1510,53,26,5.79,1
0.312,0.78,0.29,0.002,1.17,0.41,0.21,0.026,0.003,0.061,0.0002,0.005,0.012,0.96,74,0,6,9,1578,1551,1500,51,32,5.73,1
0.406,1.04,0.33,0.001,1.13,0.13,0.245,0.031,0.003,0.008,0.0002,0.003,0.006,1.37,50,0,12,7,1549,1549,1492,57,30,2.21,1
0.377,0.72,0.25,0.0092,0.82,1.46,0.224,0.024,0.002,0.006,0.0001,0.007,0.014,1.43,52,0,12,12,1547,1547,1490,57,30,2.28,1
0.389,0.73,0.28,0.012,0.81,1.46,0.204,0.028,0.002,0.009,0.0001,0.004,0.024,1.4,52,0,9,20,1547,1547,1490,57,30,2.39,1
0.389,0.74,0.3,0.0078,0.82,1.45,0.219,0.026,0.002,0.006,0.0001,0.004,0.062,1.41,71,0,5,19,1548,1548,1490,58,30,2.31,1
0.401,0.74,0.25,0.001,0.8,1.71,0.21,0.038,0.004,0.006,0.0002,0.005,0.032,1.4,60,0,1,10,1542,1542,1488,54,30,2.5,1
0.162,1.03,0.19,0.002,1.41,0.11,0.857,0.023,0.002,0.233,0.0002,0.003,0.007,0.94,62,0,11,3,1584,1572,1510,62,33,4.84,1
0.164,1.02,0.13,0.001,1.41,0.08,0.865,0.015,0.001,0.222,0.0002,0.002,0.005,0.97,47,0,12,7,1595,1577,1510,67,32,5.05,1
0.16,0.99,0.15,0.003,1.41,0.08,0.87,0.017,0.001,0.225,0.0002,0.004,0.008,0.96,52,0,2,21,1595,1576,1510,66,34,5.15,1
0.155,1.01,0.13,0.0026,1.4,0.15,0.856,0.017,0.002,0.261,0.0002,0.002,0.009,0.89,57,0,10,19,1587,1574,1510,64,32,5.16,1
0.153,1.03,0.16,0.0002,1.45,0.12,0.869,0.022,0.001,0.224,0.0001,0.001,0.009,1.03,53,0,12,7,1594,1577,1510,67,30,5.4,1
0.153,1.04,0.2,0.0012,1.42,0.14,0.866,0.02,0.002,0.236,0.0003,0.003,0.006,0.94,52,0,2,8,1588,1574,1510,64,32,5.27,1
0.395,1.07,0.28,0.017,1.18,0.06,0.173,0.018,0.002,0.005,0.0002,0.001,0.006,1.33,62,11,4,1,1548,1548,1491,57,30,2.31,1
0.424,1.06,0.31,0.017,1.14,0.08,0.165,0.023,0.002,0.004,0.0002,0,0.006,1.36,85,0,2,9,1549,1549,1491,58,30,2.39,1
0.423,1.06,0.29,0.01,1.16,0.08,0.175,0.015,0.002,0.007,0.0002,0.001,0.006,1.39,50,0,4,5,1539,1539,1491,48,30,2.36,1
0.403,1.07,0.33,0.015,1.15,0.08,0.176,0.019,0.003,0.007,0.0001,0.001,0.006,1.26,66,0,10,12,1541,1541,1491,50,30,2.36,0
0.408,1.1,0.33,0.01,1.15,0.1,0.164,0.021,0.002,0.009,0.0001,0,0.007,1.36,59,0,10,13,1540,1540,1491,49,30,2.39,1
0.404,1.04,0.27,0.012,1.12,0.14,0.174,0.022,0.002,0.007,0.0001,0,0.007,1.35,51,0,3,10,1542,1542,1491,51,30,2.49,1
0.402,1.06,0.3,0.012,1.16,0.11,0.176,0.027,0.002,0.005,0.0001,0,0.007,1.25,52,0,3,11,1536,1536,1491,45,30,2.18,0
0.417,1.06,0.28,0.013,1.15,0.11,0.171,0.023,0.002,0.005,0.0001,0,0.007,1.33,50,0,3,13,1542,1542,1491,51,59,2.47,0
0.398,1.04,0.3,0.009,1.12,0.08,0.171,0.018,0.002,0.006,0.0001,0.001,0.007,1.41,51,0,3,17,1540,1540,1491,49,25,2.31,1
0.423,1.06,0.29,0.012,1.17,0.08,0.175,0.017,0.002,0.005,0.0001,0,0.007,1.38,66,0,4,10,1542,1542,1491,51,30,2.49,1
0.425,1.06,0.26,0.012,1.15,0.1,0.169,0.024,0.002,0.005,0.0001,0.001,0.007,1.42,64,0,3,22,1545,1531,1489,42,35,2.23,1
0.418,1.07,0.33,0.008,1.16,0.09,0.168,0.024,0.003,0.006,0.0001,0,0.007,1.39,50,0,5,5,1537,1537,1491,46,30,2.26,1
0.4,1.12,0.3,0.011,1.14,0.12,0.173,0.021,0.003,0.007,0.0001,0,0.007,1.32,59,0,3,27,1539,1539,1491,48,30,2.16,1
0.415,1.07,0.26,0.011,1.15,0.08,0.167,0.028,0.002,0.007,0.0001,0,0.007,1.36,65,0,2,20,1541,1541,1491,50,35,2.15,1
0.419,1.07,0.33,0.01,1.16,0.07,0.174,0.025,0.003,0.005,0.0001,0.001,0.006,1.42,50,0,2,24,1536,1536,1491,45,30,2.24,1
0.426,1.04,0.28,0.011,1.15,0.09,0.169,0.018,0.002,0.006,0.0001,0.001,0.007,1.37,55,0,2,27,1539,1539,1491,48,30,2.15,1
0.41,1.06,0.29,0.009,1.15,0.06,0.162,0.023,0.002,0.007,0.0001,0,0.006,1.39,72,0,12,21,1556,1542,1491,51,30,1.65,1
0.407,1.04,0.29,0.009,1.15,0.18,0.174,0.026,0.002,0.005,0.0001,0.001,0.009,1.34,66,0,10,25,1539,1539,1491,48,35,2.33,1
0.419,1.07,0.31,0.012,1.16,0.07,0.175,0.02,0.003,0.006,0.0002,0.001,0.006,1.29,51,0,3,13,1540,1540,1491,49,28,2.12,1
0.411,1.07,0.3,0.013,1.16,0.16,0.162,0.023,0.003,0.007,0.0001,0.001,0.009,1.43,61,0,3,19,1543,1543,1491,52,25,2.37,0
0.413,1.09,0.32,0.015,1.16,0.12,0.164,0.023,0.002,0.006,0.0001,0.001,0.006,1.36,67,0,3,24,1539,1539,1491,48,30,2.22,0
0.43,1.06,0.36,0.014,1.17,0.052,0.168,0.02,0.0021,0.007,0,0.001,0.008,1.52,70,0,12,13,1548,1548,1499,49,30,2.32,1
0.407,1.08,0.33,0.012,1.15,0.05,0.167,0.019,0.002,0.008,0.0002,0,0.005,1.67,55,0,9,7,1543,1543,1493,50,30,2.33,1
0.423,1.06,0.31,0.013,1.14,0.06,0.164,0.027,0.002,0.008,0.0001,0.001,0.005,1.35,50,0,4,21,1535,1535,1491,44,30,2.43,1
0.396,1.05,0.3,0.01,1.17,0.09,0.163,0.024,0.002,0.004,0.0001,0,0.005,1.44,56,0,7,18,1540,1540,1491,49,30,2.43,0
0.396,1.05,0.3,0.01,1.17,0.09,0.163,0.024,0.002,0.004,0.0001,0,0.005,1.44,56,0,7,18,1540,1540,1491,49,30,2.43,0
0.408,1.07,0.33,0.008,1.18,0.07,0.161,0.029,0.005,0.005,0.0002,0,0.005,1.42,66,0,3,26,1541,1541,1491,50,28,2.29,0
0.416,1.07,0.34,0.009,1.16,0.09,0.163,0.029,0.005,0.006,0.0002,0,0.006,1.57,59,0,11,6,1544,1544,1491,53,35,2.13,1
0.411,1.07,0.32,0.007,1.19,0.08,0.173,0.019,0.002,0.009,0.0002,0,0.005,1.34,66,0,2,17,1546,1546,1491,55,30,2.27,0
0.408,1.07,0.31,0.013,1.15,0.07,0.167,0.015,0.002,0.006,0.0001,0,0.006,1.58,59,0,5,12,1546,1546,1491,55,30,2.25,1
0.418,1.07,0.33,0.011,1.19,0.08,0.17,0.028,0.002,0.005,0.0001,0.001,0.005,1.32,76,0,12,17,1543,1543,1491,52,25,2.41,1
0.406,1.06,0.32,0.0133,1.18,0.1,0.172,0.024,0.002,0.008,0.0001,0,0.006,1.36,55,0,9,20,1551,1551,1491,60,30,2.41,1
0.42,1.07,0.31,0.01,1.16,0.08,0.171,0.023,0.002,0.005,0.0001,0.001,0.006,1.41,51,0,7,11,1540,1540,1491,49,30,2.28,1
0.412,1.05,0.3,0.0109,1.16,0.06,0.166,0.022,0.002,0.006,0.0001,0.001,0.006,1.26,58,0,12,20,1543,1543,1491,52,30,2.24,1
0.42,1.06,0.32,0.0109,1.17,0.11,0.177,0.028,0.003,0.007,0.0001,0.001,0.007,1.39,50,0,10,15,1547,1547,1491,56,31,2.14,1
0.411,1.05,0.34,0.0116,1.16,0.09,0.164,0.024,0.003,0.006,0.0001,0.001,0.006,1.38,55,0,11,4,1548,1548,1491,57,30,2.47,1
0.409,1.05,0.33,0.0109,1.17,0.12,0.174,0.03,0.003,0.007,0.0002,0,0.006,1.4,50,0,11,6,1541,1541,1491,50,30,2.28,1
0.413,1.06,0.31,0.0118,1.15,0.12,0.163,0.024,0.002,0.006,0.0002,0,0.008,1.38,50,0,4,23,1542,1542,1491,51,30,2.26,1
0.397,1.02,0.34,0.0159,1.14,0.16,0.163,0.02,0.003,0.006,0.0002,0.001,0.008,1.38,56,0,2,5,1542,1542,1491,51,27,2.33,1
0.427,1.04,0.32,0.01,1.15,0.12,0.162,0.025,0.004,0.006,0.0003,0.001,0.008,1.46,55,0,10,7,1544,1544,1491,53,27,2.3,1
0.416,1.06,0.32,0.0099,1.15,0.08,0.166,0.018,0.003,0.005,0.0001,0,0.006,1.43,57,0,3,14,1548,1548,1491,57,30,2.16,1
0.404,1.06,0.33,0.0072,1.17,0.13,0.18,0.019,0.002,0.007,0.0002,0.001,0.007,1.38,64,0,3,16,1548,1548,1491,57,30,2.17,0
0.409,1.07,0.34,0.0102,1.17,0.08,0.174,0.023,0.003,0.006,0.0002,0.001,0.006,1.4,60,0,9,20,1543,1543,1491,52,50,2.46,1
0.424,1.05,0.32,0.0087,1.15,0.08,0.175,0.024,0.002,0.007,0.0002,0.001,0.006,1.42,60,0,9,22,1546,1546,1491,55,25,2.11,0
0.422,1.07,0.33,0.0108,1.16,0.09,0.176,0.023,0.002,0.006,0.0003,0.001,0.007,1.43,60,0,2,17,1562,1547,1491,56,30,2.3,1
0.414,1.05,0.27,0.0128,1.15,0.11,0.163,0.024,0.001,0.006,0.0001,0,0.008,1.43,71,0,5,18,1549,1549,1491,58,30,2.37,0
0.412,1.05,0.27,0.009,1.14,0.16,0.191,0.017,0.002,0.012,0.0002,0.003,0.008,1.36,59,0,5,24,1546,1546,1491,55,30,2.38,1
0.42,1.05,0.33,0.01,1.12,0.07,0.182,0.021,0.003,0.005,0.0001,0,0.007,1.4,52,0,7,12,1538,1538,1491,47,30,2.16,1
0.414,1.08,0.32,0.01,1.14,0.07,0.191,0.016,0.002,0.006,0.0001,0.001,0.006,1.42,49,0,10,9,1540,1540,1491,49,30,2.48,1
0.411,1.06,0.33,0.015,1.15,0.15,0.187,0.022,0.002,0.005,0.0001,0.001,0.008,1.42,55,0,7,15,1539,1539,1491,48,30,2.38,1
0.425,1.03,0.29,0.012,1.12,0.08,0.186,0.025,0.001,0.005,0.0002,0,0.006,1.36,52,0,6,26,1543,1543,1491,52,30,2.29,1
0.419,1.06,0.3,0.014,1.14,0.06,0.191,0.025,0.003,0.006,0.0002,0.001,0.006,1.43,54,0,7,20,1540,1540,1491,49,35,2.33,1
0.41,1.05,0.29,0.008,1.14,0.15,0.183,0.017,0.002,0.004,0.0002,0.001,0.007,1.36,68,0,5,6,1543,1543,1491,52,30,2.44,1
0.403,1.05,0.35,0.011,1.13,0.09,0.177,0.025,0.003,0.007,0.0001,0,0.007,1.39,58,0,11,11,1542,1542,1491,51,25,2.35,1
0.398,1.04,0.33,0.011,1.12,0.13,0.185,0.024,0.003,0.006,0.0002,0,0.007,1.4,50,0,11,12,1540,1540,1491,49,30,2.16,0
0.412,1.07,0.33,0.008,1.12,0.11,0.199,0.032,0.002,0.005,0.0001,0,0.007,1.31,48,0,6,27,1540,1540,1491,49,30,2.21,1
0.404,1.09,0.27,0.009,1.16,0.1,0.184,0.028,0.002,0.007,0.0001,0,0.007,1.41,54,0,4,5,1539,1539,1491,48,30,2.1,1
0.404,1.04,0.34,0.01,1.12,0.13,0.183,0.021,0.002,0.007,0.0001,0.001,0.008,1.95,59,0,3,19,1537,1537,1491,46,30,2.46,1
0.416,1.05,0.29,0.009,1.12,0.15,0.194,0.015,0.002,0.006,0.0001,0.001,0.008,1.44,63,0,4,17,1543,1543,1491,52,30,2.26,1
0.402,1.04,0.33,0.011,1.14,0.06,0.194,0.023,0.003,0.006,0.0002,0.001,0.006,1.43,54,0,5,8,1541,1541,1491,50,30,2.25,0
0.402,1.04,0.33,0.011,1.14,0.06,0.194,0.023,0.003,0.006,0.0002,0.001,0.006,1.43,54,0,5,8,1541,1541,1491,50,30,2.25,0
0.434,1.03,0.3,0.012,1.12,0.14,0.204,0.025,0.004,0.006,0.0002,0.001,0.008,1.39,60,0,12,7,1541,1541,1491,50,30,2.34,1
0.433,1.05,0.32,0.01,1.13,0.11,0.194,0.019,0.003,0.008,0.0002,0,0.007,1.29,51,0,2,26,1539,1539,1491,48,30,2.21,1
0.42,1.05,0.32,0.012,1.13,0.07,0.182,0.02,0.003,0.006,0.0001,0,0.006,1.43,53,0,12,16,1543,1543,1491,52,30,2.16,0
0.408,1.05,0.32,0.01,1.13,0.09,0.193,0.023,0.003,0.005,0.0001,0,0.006,1.46,52,0,7,28,1541,1541,1491,50,40,2.34,0
0.419,1.06,0.3,0.01,1.13,0.17,0.191,0.025,0.002,0.009,0.0001,0,0.006,1.34,55,0,3,21,1546,1546,1491,55,30,2.16,1
0.433,1.06,0.34,0.008,1.2,0.08,0.188,0.03,0.002,0.005,0.0002,0.001,0.005,1.29,68,0,11,23,1543,1543,1491,52,30,2.22,1
0.413,1.07,0.35,0.008,1.13,0.07,0.19,0.029,0.003,0.006,0.0001,0,0.005,1.44,69,0,4,7,1536,1536,1491,45,35,2.38,1
0.423,1.06,0.29,0.008,1.16,0.08,0.187,0.019,0.002,0.005,0.0001,0.001,0.005,1.17,57,0,11,28,1541,1541,1491,50,30,2.27,1
0.414,1.06,0.32,0.011,1.12,0.05,0.198,0.016,0.003,0.007,0.0001,0,0.005,1.34,60,0,2,14,1542,1542,1492,50,30,2.43,1
0.423,1.09,0.3,0.006,1.14,0.08,0.194,0.023,0.002,0.007,0.0001,0,0.005,1.38,74,0,3,30,1538,1538,1491,47,30,2.23,1
0.41,1.04,0.35,0.01,1.13,0.11,0.191,0.02,0.003,0.006,0.0001,0,0.005,1.32,54,0,4,13,1543,1543,1491,52,30,2.26,0
0.431,1.05,0.29,0.009,1.15,0.07,0.188,0.018,0.002,0.005,0.0001,0,0.005,1.29,52,0,12,22,1540,1540,1491,49,30,2.2,0
0.431,1.06,0.34,0.012,1.13,0.08,0.187,0.026,0.003,0.006,0.0002,0.001,0.006,1.44,52,0,7,5,1542,1542,1491,51,30,2.25,0
0.4,1.07,0.34,0.01,1.1,0.11,0.186,0.017,0.003,0.006,0.0002,0,0.005,1.33,54,0,12,22,1549,1549,1491,58,30,2.35,1
0.412,1.09,0.32,0.013,1.17,0.12,0.196,0.026,0.002,0.005,0.0001,0,0.006,1.48,53,0,5,5,1550,1550,1491,59,30,2.27,1
0.408,1.07,0.32,0.008,1.14,0.09,0.182,0.023,0.002,0.005,0.0001,0,0.006,1.38,74,0,2,16,1549,1549,1491,58,30,2.3,1
0.409,1.05,0.32,0.009,1.12,0.06,0.189,0.02,0.002,0.006,0.0001,0.001,0.006,1.47,50,0,5,12,1543,1543,1491,52,30,2.37,1
0.417,1.04,0.36,0.008,1.12,0.05,0.186,0.017,0.004,0.008,0.0001,0,0.005,1.38,50,0,5,31,1545,1545,1491,54,30,2.4,1
0.422,1.05,0.32,0.008,1.11,0.05,0.189,0.028,0.016,0.005,0.0002,0.001,0.005,1.46,53,0,4,6,1548,1548,1491,57,30,2.49,1
0.418,1.04,0.3,0.01,1.13,0.06,0.199,0.019,0.002,0.007,0.0001,0,0.005,1.24,53,0,2,23,1542,1542,1491,51,30,2.33,1
0.432,1.05,0.31,0.0106,1.13,0.12,0.181,0.026,0.002,0.007,0.0001,0,0.006,1.48,65,0,2,30,1547,1547,1491,56,35,2.39,1
0.403,1.04,0.33,0.0059,1.11,0.06,0.189,0.025,0.003,0.008,0.0001,0,0.006,1.36,51,0,10,4,1545,1545,1491,54,30,2.18,0
0.408,1.04,0.31,0.0126,1.13,0.11,0.192,0.021,0.002,0.005,0.0001,0,0.007,1.4,52,0,4,22,1546,1546,1491,55,35,2.1,0
0.417,1.04,0.33,0.0095,1.15,0.11,0.182,0.023,0.002,0.008,0.0001,0,0.006,1.38,66,0,4,3,1545,1545,1491,54,40,2.35,1
0.412,1.08,0.31,0.0104,1.15,0.09,0.184,0.024,0.002,0.006,0.0001,0,0.006,1.36,59,0,4,14,1544,1544,1491,53,30,2.49,1
0.397,1.05,0.32,0.0093,1.11,0.16,0.186,0.021,0.002,0.009,0.0001,0.006,0.006,1.43,59,0,1,19,1550,1545,1491,54,30,2.34,1
0.405,1.04,0.33,0.0117,1.11,0.1,0.176,0.024,0.002,0.01,0.0002,0,0.006,1.42,50,0,9,10,1548,1548,1491,57,30,2.22,1
0.423,1.07,0.29,0.0091,1.13,0.12,0.186,0.02,0.002,0.005,0.0001,0.001,0.006,1.71,53,0,12,4,1545,1545,1491,54,19,2.4,1
0.398,1.04,0.34,0.0086,1.13,0.09,0.192,0.015,0.002,0.005,0.0001,0,0.006,1.39,66,0,1,29,1550,1550,1491,59,30,2.1,1
0.428,1.07,0.33,0.0119,1.14,0.13,0.182,0.03,0.002,0.007,0.0001,0,0.007,1.38,60,0,5,18,1548,1548,1492,56,30,2.27,1
0.419,1.06,0.33,0.0114,1.13,0.07,0.19,0.025,0.002,0.006,0.0002,0.001,0.007,1.33,53,0,5,30,1542,1542,1491,51,30,2.24,1
0.418,1.06,0.34,0.0104,1.15,0.07,0.187,0.024,0.003,0.006,0.0002,0,0.006,1.41,50,0,5,31,1540,1540,1491,49,30,2.35,1
0.411,1.07,0.34,0.0132,1.15,0.12,0.191,0.024,0.003,0.007,0.0002,0.001,0.007,1.45,60,0,12,11,1544,1544,1491,53,30,2.38,1
0.423,1.05,0.32,0.0126,1.14,0.07,0.184,0.028,0.003,0.006,0.0002,0.001,0.006,1.34,60,0,9,4,1544,1544,1491,53,30,2.48,1
0.422,1.03,0.29,0.0095,1.13,0.1,0.2,0.029,0.002,0.006,0.0002,0.001,0.007,1.38,53,0,3,3,1549,1549,1491,58,52,2.2,1
0.414,1.05,0.3,0.0144,1.14,0.08,0.19,0.02,0.003,0.007,0.0003,0.001,0.008,1.4,57,0,12,28,1547,1544,1491,53,30,2.47,1
0.419,1.04,0.31,0.0077,1.14,0.1,0.196,0.025,0.002,0.007,0.0003,0.001,0.007,1.39,62,0,10,14,1548,1548,1491,57,30,2.35,0
0.415,1.06,0.33,0.0092,1.14,0.13,0.179,0.023,0.003,0.006,0.0001,0.001,0.008,1.39,69,0,9,7,1547,1547,1491,56,35,2.32,1
0.407,1.08,0.29,0.0082,1.15,0.11,0.184,0.022,0.002,0.006,0.0002,0.001,0.007,1.3,70,0,9,3,1546,1546,1491,55,30,2.27,1
0.42,1.05,0.34,0.0081,1.13,0.08,0.19,0.019,0.003,0.006,0.0002,0.001,0.008,1.43,56,0,4,30,1547,1547,1491,56,30,2.22,1
0.414,1.05,0.3,0.0108,1.14,0.11,0.184,0.023,0.002,0.007,0.0002,0.001,0.007,1.42,69,0,9,13,1542,1542,1491,51,30,2.42,1
0.423,1.06,0.29,0.0126,1.12,0.09,0.189,0.025,0.002,0.005,0.0002,0.001,0.007,1.36,60,0,2,2,1551,1551,1491,60,30,2.44,0
0.426,1.03,0.29,0.0127,1.1,0.18,0.197,0.023,0.002,0.006,0.0002,0.001,0.009,1.36,69,0,3,5,1548,1548,1491,57,30,2.22,1
0.402,1.05,0.34,0.0143,1.12,0.14,0.185,0.022,0.003,0.005,0.0001,0,0.009,1.36,65,0,3,8,1550,1550,1481,61,30,2.23,1
0.407,1.05,0.29,0.0162,1.12,0.08,0.19,0.021,0.002,0.005,0.0001,0.001,0.007,1.34,73,0,12,27,1548,1548,1491,57,30,2.26,1
0.42,1.05,0.34,0.0078,1.14,0.15,0.186,0.023,0.003,0.005,0.0002,0,0.007,1.33,73,0,10,14,1551,1551,1502,49,35,2.26,1
0.443,1.09,0.33,0.0105,1.14,0.13,0.183,0.027,0.002,0.005,0.0001,0.001,0.008,1.45,58,0,10,15,1546,1546,1491,55,30,2.45,1
0.411,1.06,0.33,0.0121,1.16,0.09,0.185,0.024,0.002,0.005,0.0001,0,0.006,1.33,57,0,4,24,1545,1545,1491,54,30,2.18,1
0.401,1.05,0.28,0.0116,1.08,0.2,0.188,0.022,0.002,0.005,0.0002,0.001,0.008,1.32,66,0,9,26,1546,1546,1491,55,30,2.5,0
0.421,1.07,0.35,0.0084,1.15,0.1,0.185,0.019,0.002,0.005,0.0001,0.001,0.007,1.4,56,0,9,27,1548,1548,1491,57,30,2.34,1
0.17,0.53,0.27,0.005,0.98,3.44,0.234,0.029,0.002,0.005,0.0002,0.009,0.061,1.33,95,0,11,25,1567,1556,1500,56,30,1.69,1
0.489,1.08,0.24,0.017,0.31,0.11,0.07,0.029,0.001,0.044,0.0001,0.001,0.005,0.96,59,0,5,12,1550,1531,1488,43,34,4.75,1
0.486,1.1,0.29,0.013,0.33,0.07,0.068,0.033,0.002,0.055,0.0001,0.001,0.004,0.93,55,0,6,2,1555,1536,1488,48,35,4.75,1
0.483,1.07,0.27,0.011,0.33,0.18,0.064,0.03,0.002,0.041,0.0001,0.002,0.007,0.88,53,0,6,13,1558,1537,1488,49,36,4.74,1
0.438,1.05,0.22,0.015,0.35,0.16,0.071,0.03,0.002,0.048,0.0002,0.002,0.006,0.86,52,0,7,11,1563,1539,1488,51,34,4.78,1
0.48,1.04,0.23,0.009,0.3,0.21,0.07,0.026,0.001,0.05,0.0001,0.001,0.005,0.94,64,0,10,12,1558,1538,1488,50,36,4.85,1
0.319,0.96,0.23,0.0024,0.11,0.06,0.022,0.023,0.001,0.007,0.0001,0.001,0.003,1.44,58,0,3,20,1548,1548,1501,47,30,2.38,1
0.479,1.07,0.28,0.0135,0.33,0.07,0.059,0.025,0.002,0.048,0.0001,0.001,0.008,0.9,58,0,12,22,1550,1539,1488,51,33,5.14,1
0.462,1.07,0.26,0.0079,0.32,0.07,0.065,0.036,0.002,0.046,0.0001,0.001,0.004,0.92,59,0,12,9,1551,1540,1488,52,36,4.86,1
0.479,1.05,0.24,0.0123,0.32,0.13,0.059,0.024,0.002,0.042,0.0001,0,0.005,0.92,64,0,3,3,1557,1530,1488,42,33,4.9,1
0.502,1.06,0.21,0.0148,0.32,0.08,0.063,0.025,0.001,0.048,0.0001,0,0.005,0.96,55,0,4,20,1549,1539,1488,51,34,4.78,1
0.495,1.09,0.2,0.0143,0.31,0.07,0.065,0.035,0.001,0.043,0.0001,0.001,0.005,0.94,50,0,12,9,1553,1537,1488,49,35,4.81,1
0.461,1.09,0.23,0.0152,0.33,0.11,0.07,0.036,0.001,0.043,0.0002,0.001,0.005,0.92,67,0,12,2,1560,1540,1488,52,34,4.9,1
0.504,1.08,0.2,0.0139,0.32,0.08,0.069,0.029,0.002,0.058,0.0001,0.002,0.005,0.88,51,0,1,16,1555,1540,1488,52,34,4.65,1
0.417,0.68,0.27,0.019,1.24,1.53,0.261,0.028,0.002,0.04,0.0001,0.004,0.027,1.42,68,0,11,31,1545,1545,1488,57,25,2.28,1
0.23,1.29,0.3,0.0028,0.15,0.07,0.038,0.029,0.002,0.005,0.0001,0.001,0.005,0.96,62,0,4,16,1580,1567,1507,60,40,5.38,1
0.34,1.06,0.33,0.004,1.04,2.16,0.377,0.023,0.002,0.034,0.0002,0.006,0.04,1.59,57,0,11,19,1541,1541,1489,52,30,2.17,1
0.167,0.52,0.52,0.001,1.1,0.1,0.503,0.013,0.003,0.005,0.0002,0.001,0.005,0.92,52,0,6,7,1590,1570,1510,60,36,4.74,1
0.162,0.55,0.56,0.003,1.2,0.19,0.512,0.011,0.003,0.003,0.0002,0.002,0.008,0.9,58,0,4,25,1593,1564,1510,54,28,4.59,1
0.163,0.54,0.58,0.001,1.12,0.09,0.503,0.012,0.003,0.006,0.0001,0.002,0.005,0.88,51,0,4,4,1575,1562,1510,52,38,5.04,1
